Class;Date;Plant stand;Precip;Temp;Hail;Crop hist;Area damaged;Severity;Seed tmt;Germination;Plant Growth;Leaves;Leafspots halo;Leafspots marg;Leafspot size;Leaf shread;Leaf malf;Leaf mild;Stem;Lodging;Stem Cankers;Canker lesion;Fruiting bodies;External decay;Mycelium;Int discolor;Sclerotia;Fruit pods;Fruit spots;Seed;Mold growth;Seed discolor;Seed size;Shriveling;Roots
diaporthe-stem-canker;6;0;2;1;0;1;1;1;0;0;1;1;0;2;2;0;0;0;1;1;3;1;1;1;0;0;0;0;4;0;0;0;0;0;0
diaporthe-stem-canker;4;0;2;1;0;2;0;2;1;1;1;1;0;2;2;0;0;0;1;0;3;1;1;1;0;0;0;0;4;0;0;0;0;0;0
diaporthe-stem-canker;3;0;2;1;0;1;0;2;1;2;1;1;0;2;2;0;0;0;1;0;3;0;1;1;0;0;0;0;4;0;0;0;0;0;0
diaporthe-stem-canker;3;0;2;1;0;1;0;2;0;1;1;1;0;2;2;0;0;0;1;0;3;0;1;1;0;0;0;0;4;0;0;0;0;0;0
diaporthe-stem-canker;6;0;2;1;0;2;0;1;0;2;1;1;0;2;2;0;0;0;1;0;3;1;1;1;0;0;0;0;4;0;0;0;0;0;0
diaporthe-stem-canker;5;0;2;1;0;3;0;1;0;1;1;1;0;2;2;0;0;0;1;0;3;0;1;1;0;0;0;0;4;0;0;0;0;0;0
diaporthe-stem-canker;5;0;2;1;0;2;0;1;1;0;1;1;0;2;2;0;0;0;1;1;3;1;1;1;0;0;0;0;4;0;0;0;0;0;0
diaporthe-stem-canker;4;0;2;1;1;1;0;1;0;2;1;1;0;2;2;0;0;0;1;0;3;1;1;1;0;0;0;0;4;0;0;0;0;0;0
diaporthe-stem-canker;6;0;2;1;0;3;0;1;1;1;1;1;0;2;2;0;0;0;1;0;3;1;1;1;0;0;0;0;4;0;0;0;0;0;0
diaporthe-stem-canker;4;0;2;1;0;2;0;2;0;2;1;1;0;2;2;0;0;0;1;0;3;1;1;1;0;0;0;0;4;0;0;0;0;0;0
charcoal-rot;6;0;0;2;0;1;3;1;1;0;1;1;0;2;2;0;0;0;1;0;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
charcoal-rot;4;0;0;1;1;1;3;1;1;1;1;1;0;2;2;0;0;0;1;1;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
charcoal-rot;3;0;0;1;0;1;2;1;0;0;1;1;0;2;2;0;0;0;1;0;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
charcoal-rot;6;0;0;1;1;3;3;1;1;0;1;1;0;2;2;0;0;0;1;0;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
charcoal-rot;6;0;0;2;0;1;3;1;1;1;1;1;0;2;2;0;0;0;1;0;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
charcoal-rot;5;0;0;2;1;3;3;1;1;2;1;1;0;2;2;0;0;0;1;0;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
charcoal-rot;6;0;0;2;1;0;2;1;0;0;1;1;0;2;2;0;0;0;1;1;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
charcoal-rot;4;0;0;1;0;2;2;1;0;1;1;1;0;2;2;0;0;0;1;0;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
charcoal-rot;3;0;0;2;0;2;2;1;0;2;1;1;0;2;2;0;0;0;1;0;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
charcoal-rot;5;0;0;2;1;2;2;1;0;2;1;1;0;2;2;0;0;0;1;0;0;3;0;0;0;2;1;0;4;0;0;0;0;0;0
rhizoctonia-root-rot;1;1;2;0;0;2;1;2;0;2;1;0;0;2;2;0;0;0;1;0;1;1;0;1;1;0;0;3;4;0;0;0;0;0;0
rhizoctonia-root-rot;1;1;2;0;0;1;1;2;0;1;1;0;0;2;2;0;0;0;1;0;1;1;0;1;0;0;0;3;4;0;0;0;0;0;0
rhizoctonia-root-rot;3;0;2;0;1;3;1;2;0;1;1;0;0;2;2;0;0;0;1;1;1;1;0;1;1;0;0;3;4;0;0;0;0;0;0
rhizoctonia-root-rot;0;1;2;0;0;0;1;1;1;2;1;0;0;2;2;0;0;0;1;0;1;1;0;1;0;0;0;3;4;0;0;0;0;0;0
rhizoctonia-root-rot;0;1;2;0;0;1;1;2;1;2;1;0;0;2;2;0;0;0;1;0;1;1;0;1;0;0;0;3;4;0;0;0;0;0;0
rhizoctonia-root-rot;1;1;2;0;0;3;1;2;0;2;1;0;0;2;2;0;0;0;1;0;1;1;0;1;0;0;0;3;4;0;0;0;0;0;0
rhizoctonia-root-rot;1;1;2;0;0;0;1;1;0;1;1;0;0;2;2;0;0;0;1;0;1;1;0;1;0;0;0;3;4;0;0;0;0;0;0
rhizoctonia-root-rot;2;1;2;0;0;2;1;1;0;1;1;0;0;2;2;0;0;0;1;0;1;1;0;1;0;0;0;3;4;0;0;0;0;0;0
rhizoctonia-root-rot;1;1;2;0;0;1;1;2;0;2;1;0;0;2;2;0;0;0;1;0;1;1;0;1;0;0;0;3;4;0;0;0;0;0;0
rhizoctonia-root-rot;2;1;2;0;0;1;1;2;0;2;1;0;0;2;2;0;0;0;1;0;1;1;0;1;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;0;1;2;1;1;1;1;1;0;0;1;1;0;2;2;0;0;0;1;0;1;2;0;1;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;1;1;2;0;0;2;1;2;1;1;1;1;0;2;2;0;0;0;1;0;2;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;0;1;1;1;0;1;1;1;0;0;1;1;0;2;2;0;0;0;1;0;1;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;3;1;2;0;0;2;1;2;1;1;1;1;0;2;2;0;0;0;1;0;2;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;2;1;2;0;0;1;1;2;0;1;1;1;0;2;2;0;0;0;1;0;1;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;0;1;2;1;0;3;1;1;0;0;1;1;0;2;2;0;0;0;1;0;1;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;0;1;1;1;1;2;1;2;1;0;1;1;0;2;2;0;0;0;1;1;2;2;0;1;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;3;1;2;0;0;1;1;2;1;0;1;1;0;2;2;0;0;0;1;0;2;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;0;1;2;1;0;2;1;1;0;1;1;1;0;2;2;0;0;0;1;0;1;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;2;1;2;1;1;1;1;2;0;2;1;1;0;2;2;0;0;0;1;0;1;2;0;1;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;0;1;2;1;0;3;1;1;0;2;1;1;0;2;2;0;0;0;1;0;1;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;1;1;2;1;0;0;1;2;1;1;1;1;0;2;2;0;0;0;1;0;2;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;1;1;2;1;1;3;1;2;0;1;1;1;0;2;2;0;0;0;1;1;1;2;0;1;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;2;1;2;0;0;1;1;2;0;0;1;1;0;2;2;0;0;0;1;0;1;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;1;1;2;0;0;0;1;2;1;0;1;1;0;2;2;0;0;0;1;0;2;2;0;0;0;0;0;3;4;0;0;0;0;0;0
phytophthora-rot;3;1;1;0;0;2;1;2;1;2;1;1;0;2;2;0;0;0;1;0;2;2;0;0;0;0;0;3;4;0;0;0;0;0;0
brown-stem-rot;4;0;0;1;0;1;3;1;1;2;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;4;0;0;1;0;1;3;1;1;2;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;3;1;0;0;0;3;0;1;1;2;1;0;0;2;2;0;0;0;1;0;0;3;0;0;0;1;0;0;4;0;0;0;0;0;0
brown-stem-rot;5;0;0;2;0;1;3;1;1;2;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;5;0;0;2;0;2;3;1;1;1;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;4;0;0;1;0;3;2;1;0;1;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;5;0;0;1;1;3;3;1;0;2;1;1;2;0;1;0;0;0;1;1;0;3;0;0;0;1;0;0;4;0;0;0;0;0;0
brown-stem-rot;6;0;1;1;1;2;0;1;1;0;1;0;0;2;1;0;0;0;1;1;0;3;0;0;0;1;0;0;4;0;0;0;0;0;0
brown-stem-rot;5;1;0;0;0;3;2;1;0;0;1;1;0;2;2;0;0;0;1;1;0;3;0;0;0;1;0;0;4;0;0;0;0;0;0
brown-stem-rot;5;1;0;1;0;1;3;1;1;0;1;1;2;0;1;0;0;0;1;1;0;3;0;0;0;1;0;0;4;0;0;0;0;0;0
brown-stem-rot;4;0;1;0;1;2;3;1;1;2;1;0;0;2;2;0;0;0;1;1;0;3;0;0;0;1;0;0;4;0;0;0;0;0;0
brown-stem-rot;4;1;0;0;0;3;2;1;1;1;1;1;2;0;1;0;0;0;1;1;0;3;0;0;0;1;0;0;4;0;0;0;0;0;0
brown-stem-rot;4;0;0;1;0;2;0;1;1;0;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;3;1;0;0;0;2;0;2;0;1;1;1;2;0;1;0;0;0;1;0;0;3;0;0;0;1;0;0;4;0;0;0;0;0;0
brown-stem-rot;5;0;0;1;0;3;2;1;0;1;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;4;0;0;1;0;3;3;1;1;0;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;4;0;0;1;0;3;2;1;0;2;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;4;0;0;1;0;1;2;1;1;2;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;4;0;0;1;0;1;2;1;0;0;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
brown-stem-rot;3;0;0;1;0;3;2;1;0;0;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
powdery-mildew;5;0;0;1;1;3;3;1;0;1;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
powdery-mildew;6;0;1;0;1;0;0;0;1;2;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
powdery-mildew;1;1;0;1;0;3;3;1;2;0;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
powdery-mildew;6;1;1;0;0;2;2;0;1;2;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
powdery-mildew;4;1;1;0;0;2;2;0;2;0;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
powdery-mildew;6;0;0;1;1;1;1;1;0;2;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
powdery-mildew;2;1;1;0;0;2;2;0;0;1;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
powdery-mildew;6;1;0;1;0;1;1;1;1;2;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
powdery-mildew;5;1;0;1;0;1;1;1;0;1;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
powdery-mildew;1;1;0;1;0;1;1;1;2;0;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
downy-mildew;6;0;2;0;1;2;1;0;1;2;0;1;2;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
downy-mildew;2;0;2;1;1;1;1;1;1;2;0;1;2;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
downy-mildew;1;0;2;1;1;3;2;1;0;1;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
downy-mildew;4;1;2;2;0;2;2;1;0;1;0;1;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
downy-mildew;1;0;2;0;1;0;0;1;0;1;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
downy-mildew;2;1;2;0;0;3;0;1;0;1;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
downy-mildew;2;1;2;1;0;2;0;1;0;1;0;1;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
downy-mildew;4;1;2;2;0;2;1;0;1;2;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
downy-mildew;4;1;2;0;0;1;2;1;0;1;0;1;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
downy-mildew;5;1;2;1;0;3;2;1;0;1;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
brown-spot;1;1;2;2;1;3;3;1;0;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;0;2;1;0;2;3;1;1;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;0;2;1;0;2;3;1;1;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;0;2;1;0;1;0;1;2;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;1;2;2;1;3;3;1;1;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;1;2;1;0;2;3;1;0;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;0;1;2;2;1;3;3;1;2;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;0;2;1;0;2;3;1;0;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;0;2;1;0;2;3;1;1;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;1;2;1;0;3;3;1;0;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;5;0;2;1;0;2;2;1;0;1;0;1;2;0;1;0;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;1;2;1;0;3;3;1;1;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;0;2;1;0;3;3;1;2;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;4;0;2;1;0;1;3;1;0;0;0;1;2;0;1;1;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;0;2;1;0;2;3;1;0;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;4;1;2;1;0;3;3;1;0;2;0;1;2;0;1;0;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;0;2;1;0;3;3;1;0;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;0;1;1;1;1;2;2;0;2;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;1;1;1;1;2;0;0;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;1;2;1;0;1;0;1;2;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;0;2;1;0;1;3;1;0;0;0;1;2;0;1;0;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;0;2;1;0;3;3;1;1;1;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;3;0;2;1;0;2;3;2;2;1;0;1;2;0;1;0;0;0;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;1;2;2;1;3;1;1;1;0;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;0;2;1;0;2;3;1;2;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;1;2;1;0;2;3;1;0;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;5;0;2;1;0;1;3;1;0;0;0;1;2;0;1;1;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;4;1;1;1;1;2;2;0;0;2;0;1;2;0;1;0;0;0;1;0;3;1;1;0;0;0;0;0;1;0;0;0;0;0;0
brown-spot;3;1;2;1;0;1;3;1;0;2;0;1;2;0;1;1;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;1;0;2;1;0;3;3;1;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;4;0;2;1;0;2;3;2;1;1;0;1;2;0;1;0;0;0;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;1;2;1;0;2;3;1;0;2;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;1;1;1;1;0;0;1;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;3;1;2;1;0;3;1;1;0;2;0;1;2;0;1;0;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;3;0;2;1;0;3;3;2;2;0;0;1;2;0;1;0;0;0;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;0;2;1;0;2;2;1;0;1;0;1;2;0;1;0;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;3;0;2;1;0;3;1;1;0;0;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;3;1;2;1;0;3;1;1;0;2;0;1;2;0;1;1;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;2;1;2;1;0;3;3;2;2;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brown-spot;5;1;2;1;0;3;3;2;0;2;0;1;2;0;1;0;0;0;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0
bacterial-blight;5;0;2;1;1;3;3;1;1;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bacterial-blight;4;0;2;2;1;2;3;1;1;1;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bacterial-blight;2;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bacterial-blight;3;0;1;1;0;1;2;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bacterial-blight;3;0;1;1;0;3;2;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bacterial-blight;3;0;2;1;1;2;1;1;1;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bacterial-blight;3;0;1;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
